case_id,strata,difficulty,trap,url_raw,segment_value,expected_is_parameter,expected_param_name,predicted_is_parameter,predicted_param_name,name_match,confidence,error
ambiguous_0008,ambiguous,medium,"identifiant numerique avec zeros de tete, forme inhabituelle qui peut faire douter de sa nature (sequence, code, ou simple id)",/api/v1/employees/00001,00001,True,employeeId,True,employeeId,True,0.9,
ambiguous_0009,ambiguous,hard,"'gold' est un nom de palier probablement issu d'un catalogue restreint et stable de plans, tension classique entre identifiant-slug et valeur d'enumeration",/api/v1/benefits/plans/gold,gold,True,planSlug,False,,,0.88,
ambiguous_0010,ambiguous,hard,"'it' est un code de departement a 2 lettres identique en forme a un code langue ISO ('it'=italien), ambiguite renforcee par la confusion possible entre acronyme metier et code langue",/api/v1/employees/it/developers,it,True,departmentCode,False,,,0.6,
ambiguous_0011,ambiguous,hard,"'developers' est un mot du dictionnaire commun utilise comme slug d'equipe, a la limite entre identifiant lisible et simple mot-cle de filtre",/api/v1/employees/it/developers,developers,True,teamSlug,False,,,0.85,
ambiguous_0012,ambiguous,medium,"slug long et tres lisible (plusieurs mots avec tirets), pourrait etre percu a tort comme du texte libre plutot que comme un identifiant a part entiere",/api/v1/job-postings/senior-backend-engineer-paris,senior-backend-engineer-paris,True,jobPostingSlug,False,,,0.9,
ambiguous_0013,ambiguous,hard,"'manager' pourrait etre un alias relationnel fixe ('mon manager', comme 'me'/'self') ou, plus rarement, un identifiant/slug litteral d'employe - les deux lectures sont plausibles",/api/v1/employees/manager,manager,False,,False,,,0.85,
ambiguous_0014,ambiguous,medium,"numero de semaine ISO, plage fermee et restreinte (1 a 53) - hesitation legitime entre parametre temporel variable et valeur quasi enumerable",/api/v1/timesheets/week/32,32,True,weekNumber,True,weekNumber,True,0.75,
ambiguous_0015,ambiguous,hard,"'new' est tres probablement un filtre ou une route fixe, mais des donnees historiques mal nettoyees peuvent occasionnellement contenir un identifiant litteral 'new', rendant la certitude imparfaite",/api/v1/candidates/new,new,False,,False,,,0.95,
ambiguous_0016,ambiguous,hard,'temp' evoque un filtre de statut (personnel temporaire) mais pourrait aussi etre un identifiant residuel de donnees de test dans un environnement mal nettoye,/api/v1/employees/temp,temp,False,,True,employeeId,,0.7,
ambiguous_0017,ambiguous,medium,"identifiant trivial ('1') identique en valeur a un autre identifiant plus loin dans le meme chemin, risque de confusion de portee lors du mapping",/api/v1/organizations/1/employees/1,1,True,organizationId,True,organizationId,True,0.92,
ambiguous_0018,ambiguous,medium,"identifiant trivial ('1') identique en valeur a un autre identifiant plus loin dans le meme chemin, risque de confusion de portee lors du mapping",/api/v1/organizations/1/employees/1,1,True,employeeId,True,employeeId,True,0.85,
ambiguous_0019,ambiguous,hard,"valeur negative (-1), convention sentinelle frequente dans les systemes legacy ('aucune valeur') ou entree potentiellement invalide/de test - ambiguite sur la nature reelle du parametre",/api/v1/leave-requests/-1,-1,True,leaveRequestId,True,leaveRequestId,True,0.9,
ambiguous_0020,ambiguous,hard,"la valeur litterale 'null' en position d'identifiant signale tres probablement un bug cote client (serialisation d'une valeur absente), mais reste structurellement un segment variable au sens de la detection",/api/v1/employees/null,null,True,employeeId,False,,,0.9,
